id,full_name,email,password_hash,role_id,department_id,phone,profile_image,created_at,updated_at
d93d3174-edb5-47e5-a666-4760c8ae0feb,Rediet Kebede,rediet.kebede39@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-06-04 15:19:21.036,2026-03-19 15:19:21.036
1c6992ed-af51-4232-998b-23c8e70b652c,Daniel Gebre,daniel.gebre40@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2026-02-16 15:19:21.039,2026-03-19 15:19:21.040
aaa931c2-2d7d-4680-957f-46e3ccf2979a,Girma Tekle,girma.tekle41@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-05-06 15:19:21.043,2026-03-19 15:19:21.043
a3b2735e-8f22-4d93-bf4d-bb98f0cd9572,Fikru Alemayehu,fikru.alemayehu42@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-04-25 15:19:21.045,2026-03-19 15:19:21.045
81f417cb-ce9d-4fa2-b08e-6f898e1edbeb,Nahom Assefa,nahom.assefa43@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-08-18 15:19:21.047,2026-03-19 15:19:21.047
d86195b9-4233-4cc6-865e-cb5795b5c8a9,Dawit Assefa,dawit.assefa44@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-04-06 15:19:21.049,2026-03-19 15:19:21.049
50cc7cdb-c012-453f-bd55-cfc143c04a1a,Solomon Abebe,solomon.abebe45@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-07-22 15:19:21.051,2026-03-19 15:19:21.051
a7f2d0e4-33af-48ec-867e-76744570364b,Sara Tadesse,sara.tadesse46@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-11-07 15:19:21.053,2026-03-19 15:19:21.053
391f2161-61af-44d4-8dbf-77347ef93bd9,Kidist Abebe,kidist.abebe47@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-09-02 15:19:21.055,2026-03-19 15:19:21.055
00db2a26-ced6-4f6a-b1e6-d2f71c5d8316,Ruth Mekonnen,ruth.mekonnen48@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-09-01 15:19:21.057,2026-03-19 15:19:21.057
43a0fe9d-2407-4be8-94db-299355410786,Hana Berhanu,hana.berhanu49@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",653d6168-a9f2-4d83-88ab-49c654c671ec,50248c2a-a175-4037-ac04-7a4923ecde76,,,2026-01-29 15:19:21.058,2026-03-19 15:19:21.059
08451ca8-2fb6-45a5-8029-f7df481edc36,Natan Gebre,natan.gebre50@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-12-20 15:19:21.060,2026-03-19 15:19:21.060
6221c0e0-95ee-4508-9e61-519f6d8756e9,Tigist Abebe,tigist.abebe51@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-11-09 15:19:21.062,2026-03-19 15:19:21.062
cb2888ed-5460-4728-8b91-ed750b2268b5,Rediet Negash,rediet.negash52@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-09-17 15:19:21.064,2026-03-19 15:19:21.064
fed73d8e-35f7-4d6b-bb34-2d886dc08287,Selam Mengistu,selam.mengistu53@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-07-17 15:19:21.067,2026-03-19 15:19:21.067
6c752522-2c72-4ddb-92ad-62255221e64a,Robel Berhanu,robel.berhanu54@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2026-02-17 15:19:21.071,2026-03-19 15:19:21.071
04703585-1f4d-4f1e-8ef9-bdde517013c2,Lidya Negash,lidya.negash55@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-07-06 15:19:21.073,2026-03-19 15:19:21.073
bc9f4495-ac87-426a-b3fc-e9d762c9ccd6,Girma Bekele,girma.bekele56@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-08-30 15:19:21.077,2026-03-19 15:19:21.077
38a5d120-6011-446d-844c-78348325bf58,Nahom Worku,nahom.worku57@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2026-02-05 15:19:21.079,2026-03-19 15:19:21.079
3dc13c7b-9a77-482d-97af-a9e9621cd826,Robel Bekele,robel.bekele58@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-11-10 15:19:21.081,2026-03-19 15:19:21.081
5db7d277-984a-486a-8b2c-9b5948345a6d,Fikru Abebe,fikru.abebe59@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-07-15 15:19:21.084,2026-03-19 15:19:21.084
43e96969-a200-4848-ab8c-e33011b79aea,Naod Tekle,naod.tekle60@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-12-17 15:19:21.087,2026-03-19 15:19:21.087
4dc0f433-b40f-450f-ab5f-d6b81a23779b,Naod Alemayehu,naod.alemayehu61@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-04-10 15:19:21.089,2026-03-19 15:19:21.089
9a294617-64a1-44ee-8aff-7bbec1b6d97e,Girma Eshetu,girma.eshetu62@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-03-28 15:19:21.093,2026-03-19 15:19:21.093
04316eb6-7108-4e8f-ad21-402bd71bc009,Meron Tekle,meron.tekle63@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-10-20 15:19:21.096,2026-03-19 15:19:21.096
be6d4ef9-3e24-4aa6-9581-fdcf554bf0ac,Daniel Hailu,daniel.hailu64@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-12-01 15:19:21.099,2026-03-19 15:19:21.099
a203669c-7093-4f11-a613-0eca13d0958f,Rediet Alemayehu,rediet.alemayehu65@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-11-04 15:19:21.103,2026-03-19 15:19:21.103
a9df9181-3721-4a32-819e-ae3cbd3707d2,Abenezer Berhanu,abenezer.berhanu66@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-08-21 15:19:21.106,2026-03-19 15:19:21.106
d4326384-2a6d-449c-b9a9-d8ba4a6bd781,Tsion Alemayehu,tsion.alemayehu67@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-06-13 15:19:21.108,2026-03-19 15:19:21.108
7a3a9c11-6e7c-4787-bf8f-12e304cfe23d,Fasil Abebe,fasil.abebe68@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-11-25 15:19:21.110,2026-03-19 15:19:21.110
34e8dde8-ebdf-495f-81df-934a49797b36,Abenezer Mulatu,abenezer.mulatu69@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2026-01-06 15:19:21.113,2026-03-19 15:19:21.113
2efa3ce3-3b7d-45a1-a621-4cd17a461aaa,Bereket Dereje,bereket.dereje70@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-06-30 15:19:21.116,2026-03-19 15:19:21.116
b186f3f0-786f-4af3-8266-ed05dd0ae33e,Meron Gebre,meron.gebre71@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-06-22 15:19:21.119,2026-03-19 15:19:21.119
050ee62b-b5ef-475c-ba3b-b3ccfc5d3938,Kidist Bekele,kidist.bekele72@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2026-02-02 15:19:21.121,2026-03-19 15:19:21.121
43041815-e118-4049-a65c-928ce5079c0d,Abenezer Negash,abenezer.negash73@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2025-06-20 15:19:21.123,2026-03-19 15:19:21.123
e41e510f-147e-43cb-9ff9-a884822442c7,Mahlet Assefa,mahlet.assefa74@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-12-21 15:19:21.126,2026-03-19 15:19:21.126
ef0ee256-9549-4d63-8087-6c16081bd5e6,Lidya Abebe,lidya.abebe75@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",b414f4cb-96b6-4b01-bff9-5e9a12acd119,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-08-09 15:19:21.128,2026-03-19 15:19:21.128
f63ec813-3a1c-45d8-9b48-42a3485a1f8b,Liya Tesfaye,liya.tesfaye76@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-04-16 15:19:21.130,2026-03-19 15:19:21.130
eeabf25d-0b51-41f3-9790-3cde3dd052ce,Tsion Gebre,tsion.gebre77@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,27948d27-bcea-43b8-909b-6a87feeb5edd,,,2025-06-03 15:19:21.132,2026-03-19 15:19:21.132
35637bf2-1c66-4a9f-a7e5-c49114d0198b,Dawit Gebre,dawit.gebre78@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",653d6168-a9f2-4d83-88ab-49c654c671ec,97620893-ee39-4901-a743-aedd8e8bb36b,,,2025-12-01 15:19:21.135,2026-03-19 15:19:21.135
60cf6a4d-37a6-4c2d-b6cb-dfd8618e50d6,Meron Negash,meron.negash79@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,b87998f2-9f1e-40ad-93ae-6e19654f8a8e,,,2025-06-15 15:19:21.138,2026-03-19 15:19:21.138
e7b32a95-c19b-4788-aabf-76c71f1b1bf5,Lidya Dereje,lidya.dereje80@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,3818c2d7-672c-4930-8758-7cc6d964da5a,,,2026-01-04 15:19:21.141,2026-03-19 15:19:21.141
277e987b-a059-4dec-af1f-ba96e3c6a85a,Henok Negash,henok.negash81@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2026-02-03 15:19:21.144,2026-03-19 15:19:21.144
b5ed048e-87ea-4e0e-b843-70a8c3800821,Kalkidan Assefa,kalkidan.assefa82@mint.gov.et,"$argon2id$v=19$m=65536,t=3,p=4$fakehash",955613c2-d127-4086-b9b2-ffe89817ae70,50248c2a-a175-4037-ac04-7a4923ecde76,,,2025-09-27 15:19:21.147,2026-03-19 15:19:21.147
